internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes
EQ:FR:GAZTRANSPORTTECH,,Gaztransport & Technigaz SA,XPAR,EUR,60,FR,GTT.PA,,candidat screener yahoo 2026-08-21
EQ:IT:BANCAGENERALI,,Banca Generali S.p.A.,XMIL,EUR,30,IT,BGN.MI,,candidat screener yahoo 2026-08-21
EQ:AT:VOESTALPINE,,Voestalpine AG,XWBO,EUR,55,AT,VOE.VI,,candidat screener yahoo 2026-08-21
EQ:DE:NEMETSCHEK,,Nemetschek SE,XETR,EUR,10,DE,NEM.DE,,candidat screener yahoo 2026-08-21
EQ:IT:A2A,,A2A S.p.A.,XMIL,EUR,65,IT,A2A.MI,,candidat screener yahoo 2026-08-21
EQ:IT:PIRELLI,,Pirelli & C. S.p.A.,XMIL,EUR,40,IT,PIRC.MI,,candidat screener yahoo 2026-08-21
EQ:DE:SCHAEFFLER,,Schaeffler AG,XETR,EUR,40,DE,SHA0.DE,,candidat screener yahoo 2026-08-21
EQ:DE:DEUTSCHEWOHNEN,,Deutsche Wohnen SE,XETR,EUR,35,DE,DWNI.DE,,candidat screener yahoo 2026-08-21
EQ:BE:KBCANCORA,,KBC Ancora SA,XBRU,EUR,30,BE,KBCA.BR,,candidat screener yahoo 2026-08-21
EQ:DE:RATIONAL,,RATIONAL Aktiengesellschaft,XETR,EUR,50,DE,RAA.DE,,candidat screener yahoo 2026-08-21
EQ:IT:BUZZI,,Buzzi S.p.A.,XMIL,EUR,55,IT,BZU.MI,,candidat screener yahoo 2026-08-21
EQ:NL:CTP,,CTP N.V.,XAMS,EUR,35,NL,CTPNV.AS,,candidat screener yahoo 2026-08-21
EQ:IT:DAVIDECAMPARIMIL,,Davide Campari-Milano N.V.,XMIL,EUR,45,IT,CPR.MI,,candidat screener yahoo 2026-08-21
EQ:FI:KONECRANES,,Konecranes Oyj,XHEL,EUR,50,FI,KCR.HE,,candidat screener yahoo 2026-08-21
EQ:IT:CREDITOEMILIANO,,Credito Emiliano S.p.A.,XMIL,EUR,30,IT,CE.MI,,candidat screener yahoo 2026-08-21
EQ:ES:CORPORACIONACCIO,,"Corporación Acciona Energías Renovables, S.A.",XMAD,EUR,65,ES,ANE.MC,,candidat screener yahoo 2026-08-21
EQ:NL:RANDSTAD,,Randstad N.V.,XAMS,EUR,50,NL,RAND.AS,,candidat screener yahoo 2026-08-21
EQ:DK:NKT,,NKT A/S,XWBO,EUR,50,DK,NKT.VI,,candidat screener yahoo 2026-08-21
EQ:ES:GRIFOLS,,"Grifols, S.A.",XMAD,EUR,20,ES,GRF.MC,,candidat screener yahoo 2026-08-21
EQ:FR:EDENRED,,Edenred SE,XPAR,EUR,30,FR,EDEN.PA,,candidat screener yahoo 2026-08-21
EQ:LU:CPIPROPERTYGROUP,,CPI Property Group,XETR,EUR,35,LU,O5G.DE,,candidat screener yahoo 2026-08-21
EQ:FR:COMPAGNIECAMBODG,,Compagnie du Cambodge,XPAR,EUR,30,FR,CBDG.PA,,candidat screener yahoo 2026-08-21
EQ:FR:NEXANS,,Nexans S.A.,XPAR,EUR,50,FR,NEX.PA,,candidat screener yahoo 2026-08-21
EQ:IT:DELONGHI,,De'Longhi S.p.A.,XMIL,EUR,40,IT,DLG.MI,,candidat screener yahoo 2026-08-21
EQ:FR:SCOR,,SCOR SE,XPAR,EUR,30,FR,SCR.PA,,candidat screener yahoo 2026-08-21
EQ:IT:BRUNELLOCUCINELL,,Brunello Cucinelli S.p.A.,XMIL,EUR,40,IT,BC.MI,,candidat screener yahoo 2026-08-21
EQ:AT:OBERBANK,,Oberbank AG,XWBO,EUR,30,AT,OBS.VI,,candidat screener yahoo 2026-08-21
EQ:DE:FRAPORT,,Fraport AG,XETR,EUR,50,DE,FRA.DE,,candidat screener yahoo 2026-08-21
EQ:DE:TKMS,,TKMS AG & Co KGaA,XETR,EUR,50,DE,TKMS.DE,,candidat screener yahoo 2026-08-21
EQ:FI:ELISA,,Elisa Oyj,XHEL,EUR,15,FI,ELISA.HE,,candidat screener yahoo 2026-08-21
EQ:IT:HERA,,Hera S.p.A.,XMIL,EUR,65,IT,HER.MI,,candidat screener yahoo 2026-08-21
EQ:FR:COVIVIO,,Covivio,XPAR,EUR,35,FR,COV.PA,,candidat screener yahoo 2026-08-21
EQ:BE:AEDIFICANVSA,,Aedifica NV/SA,XBRU,EUR,35,BE,AED.BR,,candidat screener yahoo 2026-08-21
EQ:AT:UNIQAINSURANCE,,UNIQA Insurance,XWBO,EUR,30,AT,UQA.VI,,candidat screener yahoo 2026-08-21
EQ:DK:ROCKWOOL,,Rockwool A/S,XWBO,EUR,50,DK,ROCK.VI,,candidat screener yahoo 2026-08-21
EQ:IT:LOTTOMATICAGROUP,,Lottomatica Group S.p.A.,XMIL,EUR,40,IT,LTMC.MI,,candidat screener yahoo 2026-08-21
EQ:NL:IMCD,,IMCD N.V.,XAMS,EUR,55,NL,IMCD.AS,,candidat screener yahoo 2026-08-21
EQ:NL:NEPIROCKCASTLE,,NEPI Rockcastle N.V.,XAMS,EUR,35,NL,NRP.AS,,candidat screener yahoo 2026-08-21
EQ:BE:UMICORE,,Umicore SA,XBRU,EUR,50,BE,UMI.BR,,candidat screener yahoo 2026-08-21
EQ:DE:CTSEVENTIM,,CTS Eventim AG & Co. KGaA,XETR,EUR,15,DE,EVD.DE,,candidat screener yahoo 2026-08-21
EQ:FR:COMPAGNIELODET,,Compagnie de l'Odet,XPAR,EUR,15,FR,ODET.PA,,candidat screener yahoo 2026-08-21
EQ:AT:AUSTRIATECHNOLOG,,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,XWBO,EUR,10,AT,ATS.VI,,candidat screener yahoo 2026-08-21
EQ:DE:ZALANDO,,Zalando SE,XETR,EUR,40,DE,ZAL.DE,,candidat screener yahoo 2026-08-21
EQ:IT:INFRASTRUTTUREWI,,Infrastrutture Wireless Italiane S.p.A.,XMIL,EUR,35,IT,INW.MI,,candidat screener yahoo 2026-08-21
EQ:NL:KONINKLIJKEVOPAK,,Koninklijke Vopak N.V.,XAMS,EUR,60,NL,VPK.AS,,candidat screener yahoo 2026-08-21
EQ:IT:AZIMUTHOLDING,,Azimut Holding S.p.A.,XMIL,EUR,30,IT,AZM.MI,,candidat screener yahoo 2026-08-21
EQ:DE:KIONGROUP,,KION GROUP,XETR,EUR,50,DE,KGX.DE,,candidat screener yahoo 2026-08-21
EQ:DE:FUCHS,,FUCHS SE,XETR,EUR,55,DE,FPE3.DE,,candidat screener yahoo 2026-08-21
EQ:FR:GECINA,,Gecina,XPAR,EUR,35,FR,GFC.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SCOUT24,,Scout24 SE,XETR,EUR,15,DE,G24.DE,,candidat screener yahoo 2026-08-21
EQ:FR:ELIS,,Elis SA,XPAR,EUR,50,FR,ELIS.PA,,candidat screener yahoo 2026-08-21
EQ:FR:TECHNIPENERGIES,,Technip Energies N.V.,XPAR,EUR,60,FR,TE.PA,,candidat screener yahoo 2026-08-21
EQ:BE:WAREHOUSESPAUW,,Warehouses De Pauw SA,XBRU,EUR,35,BE,WDP.BR,,candidat screener yahoo 2026-08-21
EQ:FI:VALMET,,Valmet Oyj,XHEL,EUR,50,FI,VALMT.HE,,candidat screener yahoo 2026-08-21
EQ:FR:JCDECAUX,,JCDecaux SE,XPAR,EUR,15,FR,DEC.PA,,candidat screener yahoo 2026-08-21
EQ:ES:LOGISTAINTEGRAL,,Logista Integral,XMAD,EUR,50,ES,LOG.MC,,candidat screener yahoo 2026-08-21
EQ:IT:NEXI,,Nexi S.p.A.,XMIL,EUR,10,IT,NEXI.MI,,candidat screener yahoo 2026-08-21
EQ:IT:SOL,,SOL S.p.A.,XMIL,EUR,55,IT,SOL.MI,,candidat screener yahoo 2026-08-21
EQ:DE:RENKGROUP,,RENK GROUP AG,XETR,EUR,50,DE,R3NK.DE,,candidat screener yahoo 2026-08-21
EQ:BE:CENERGYHOLDINGS,,Cenergy Holdings SA,XBRU,EUR,50,BE,CENER.BR,,candidat screener yahoo 2026-08-21
EQ:LU:RTLGROUP,,RTL Group S.A.,XETR,EUR,15,LU,RRTL.DE,,candidat screener yahoo 2026-08-21
EQ:DE:OHB,,OHB SE,XETR,EUR,50,DE,OHB.DE,,candidat screener yahoo 2026-08-21
EQ:IT:DANIELIOFFICINEM,,Danieli & C. Officine Meccaniche S.p.A.,XMIL,EUR,50,IT,DAN.MI,,candidat screener yahoo 2026-08-21
EQ:DE:AUTO1GROUP,,AUTO1 Group SE,XETR,EUR,40,DE,AG1.DE,,candidat screener yahoo 2026-08-21
EQ:BE:COLRUYTGROUP,,Colruyt Group N.V.,XBRU,EUR,45,BE,COLR.BR,,candidat screener yahoo 2026-08-21
EQ:SI:NOVALJUBLJANSKAB,,Nova Ljubljanska Banka d.d.,XWBO,EUR,30,SI,NLBR.VI,,candidat screener yahoo 2026-08-21
EQ:NL:AALBERTS,,Aalberts N.V.,XAMS,EUR,50,NL,AALB.AS,,candidat screener yahoo 2026-08-21
EQ:DE:IONOSGROUP,,IONOS Group SE,XETR,EUR,10,DE,IOS.DE,,candidat screener yahoo 2026-08-21
EQ:BE:VIOHALCO,,Viohalco S.A.,XBRU,EUR,50,BE,VIO.BR,,candidat screener yahoo 2026-08-21
EQ:IT:ACEA,,ACEA S.p.A.,XMIL,EUR,65,IT,ACE.MI,,candidat screener yahoo 2026-08-21
EQ:IT:FINCANTIERI,,Fincantieri S.p.A.,XMIL,EUR,50,IT,FCT.MI,,candidat screener yahoo 2026-08-21
EQ:ES:ACERINOX,,Acerinox,XMAD,EUR,55,ES,ACX.MC,,candidat screener yahoo 2026-08-21
EQ:AT:FLUGHAFENWIEN,,Flughafen Wien Aktiengesellschaft,XWBO,EUR,50,AT,FLU.VI,,candidat screener yahoo 2026-08-21
EQ:ES:ENAGAS,,"Enagás, S.A.",XMAD,EUR,65,ES,ENG.MC,,candidat screener yahoo 2026-08-21
EQ:LU:REINETINVESTMENT,,Reinet Investments S.C.A.,XAMS,EUR,30,LU,REINA.AS,,candidat screener yahoo 2026-08-21
EQ:IT:REPLY,,Reply S.p.A.,XMIL,EUR,10,IT,REY.MI,,candidat screener yahoo 2026-08-21
EQ:BE:DEMEGROUP,,DEME Group NV,XBRU,EUR,50,BE,DEME.BR,,candidat screener yahoo 2026-08-21
EQ:DE:AIXTRON,,AIXTRON SE,XETR,EUR,10,DE,AIXA.DE,,candidat screener yahoo 2026-08-21
EQ:DE:UNITEDINTERNET,,UNITED INTERNET,XETR,EUR,15,DE,UTDI.DE,,candidat screener yahoo 2026-08-21
EQ:FR:TELEPERFORMANCE,,Teleperformance SE,XPAR,EUR,50,FR,TEP.PA,,candidat screener yahoo 2026-08-21
EQ:FI:IQMQUANTUMCOMPUT,,IQM Quantum Computers Oyj,XHEL,EUR,10,FI,IQMX.HE,,candidat screener yahoo 2026-08-21
EQ:FR:FDJUNITED,,FDJ United,XPAR,EUR,40,FR,FDJU.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SPRINGERNATURE,,Springer Nature AG & Co. KGaA,XETR,EUR,15,DE,SPG.DE,,candidat screener yahoo 2026-08-21
EQ:FI:HIAB,,Hiab Oyj,XHEL,EUR,50,FI,HIAB.HE,,candidat screener yahoo 2026-08-21
EQ:IT:MAIRE,,Maire S.p.A.,XMIL,EUR,50,IT,MAIRE.MI,,candidat screener yahoo 2026-08-21
EQ:FR:SOITEC,,Soitec SA,XPAR,EUR,10,FR,SOI.PA,,candidat screener yahoo 2026-08-21
EQ:FR:LDC,,L.D.C. S.A.,XPAR,EUR,45,FR,LOUP.PA,,candidat screener yahoo 2026-08-21
EQ:DE:LEGIMMOBILIEN,,LEG IMMOBILIEN,XETR,EUR,35,DE,LEG.DE,,candidat screener yahoo 2026-08-21
EQ:PT:SONAESGPS,,"Sonae, SGPS, S.A.",XLIS,EUR,45,PT,SON.LS,,candidat screener yahoo 2026-08-21
EQ:IT:INTERPUMPGROUP,,Interpump Group S.p.A.,XMIL,EUR,50,IT,IP.MI,,candidat screener yahoo 2026-08-21
EQ:DE:FLATEXDEGIRO,,flatexDEGIRO SE,XETR,EUR,30,DE,FTK.DE,,candidat screener yahoo 2026-08-21
EQ:BE:TITAN,,Titan S.A.,XBRU,EUR,55,BE,TITC.BR,,candidat screener yahoo 2026-08-21
EQ:DE:OTTOBOCK,,Ottobock SE & Co. KGaA,XETR,EUR,20,DE,OBCK.DE,,candidat screener yahoo 2026-08-21
EQ:DE:DMGMORI,,DMG MORI AKTIENGESELLSCHAFT,XETR,EUR,50,DE,GIL.DE,,candidat screener yahoo 2026-08-21
EQ:NL:ARCADIS,,Arcadis NV,XAMS,EUR,50,NL,ARCAD.AS,,candidat screener yahoo 2026-08-21
EQ:DE:AUMOVIO,,Aumovio,XETR,EUR,40,DE,AMV0.DE,,candidat screener yahoo 2026-08-21
EQ:IT:IVECOGROUP,,Iveco Group N.V.,XMIL,EUR,50,IT,IVG.MI,,candidat screener yahoo 2026-08-21
EQ:IT:DIASORIN,,DiaSorin S.p.A.,XMIL,EUR,20,IT,DIA.MI,,candidat screener yahoo 2026-08-21
EQ:ES:FLUIDRA,,"Fluidra, S.A.",XMAD,EUR,40,ES,FDR.MC,,candidat screener yahoo 2026-08-21
EQ:DE:KRONES,,Krones AG,XETR,EUR,50,DE,KRN.DE,,candidat screener yahoo 2026-08-21
EQ:FR:COVIVIOHOTELS,,Covivio Hotels,XPAR,EUR,35,FR,COVH.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SIXT,,SIXT,XETR,EUR,50,DE,SIX2.DE,,candidat screener yahoo 2026-08-21
EQ:DE:TUI,,TUI AG,XETR,EUR,40,DE,TUI1.DE,,candidat screener yahoo 2026-08-21
EQ:FR:RUBIS,,Rubis,XPAR,EUR,60,FR,RUI.PA,,candidat screener yahoo 2026-08-21
EQ:FR:SOPRASTERIAGROUP,,Sopra Steria Group SA,XPAR,EUR,10,FR,SOP.PA,,candidat screener yahoo 2026-08-21
EQ:ES:SACYR,,"Sacyr, S.A.",XMAD,EUR,50,ES,SCYR.MC,,candidat screener yahoo 2026-08-21
EQ:FR:VALEO,,Valeo SE,XPAR,EUR,40,FR,FR.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SCHOTTPHARMA,,SCHOTT Pharma AG & Co. KGaA,XETR,EUR,20,DE,1SXP.DE,,candidat screener yahoo 2026-08-21
EQ:ES:COLONIALSFLSOCIM,,"Colonial SFL, Socimi S. A.",XMAD,EUR,35,ES,COL.MC,,candidat screener yahoo 2026-08-21
EQ:FI:HUHTAMAKI,,Huhtamäki Oyj,XHEL,EUR,40,FI,HUH1V.HE,,candidat screener yahoo 2026-08-21
EQ:FI:MANDATUM,,MANDATUM OYJ,XHEL,EUR,30,FI,MANTA.HE,,candidat screener yahoo 2026-08-21
EQ:FR:WENDEL,,Wendel,XPAR,EUR,30,FR,MF.PA,,candidat screener yahoo 2026-08-21
EQ:DE:FIELMANNGROUP,,Fielmann Group AG,XETR,EUR,20,DE,FIE.DE,,candidat screener yahoo 2026-08-21
EQ:IT:ERG,,ERG S.p.A.,XMIL,EUR,65,IT,ERG.MI,,candidat screener yahoo 2026-08-21
EQ:LU:APERAM,,Aperam S.A.,XWBO,EUR,55,LU,APAM.VI,,candidat screener yahoo 2026-08-21
EQ:AT:BTVVIERLANDER,,BTV Vier Länder Bank AG,XWBO,EUR,30,AT,BTS.VI,,candidat screener yahoo 2026-08-21
EQ:IT:IREN,,Iren SpA,XMIL,EUR,65,IT,IRE.MI,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC,,Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France,XPAR,EUR,30,FR,CAF.PA,,candidat screener yahoo 2026-08-21
EQ:FR:EURAZEO,,Eurazeo SE,XPAR,EUR,30,FR,RF.PA,,candidat screener yahoo 2026-08-21
EQ:FR:EXOSENS,,Exosens,XPAR,EUR,50,FR,EXENS.PA,,candidat screener yahoo 2026-08-21
EQ:ES:CIEAUTOMOTIVE,,"CIE Automotive, S.A.",XMAD,EUR,40,ES,CIE.MC,,candidat screener yahoo 2026-08-21
EQ:ES:VIDRALA,,"Vidrala, S.A.",XMAD,EUR,40,ES,VID.MC,,candidat screener yahoo 2026-08-21
EQ:IT:CARELINDUSTRIES,,Carel Industries S.p.A.,XMIL,EUR,10,IT,CRL.MI,,candidat screener yahoo 2026-08-21
EQ:ES:LABORATORIOSFARM,,"Laboratorios Farmaceuticos Rovi, S.A.",XMAD,EUR,20,ES,ROVI.MC,,candidat screener yahoo 2026-08-21
EQ:LU:BREDERODE,,Brederode SA,XBRU,EUR,30,LU,BREB.BR,,candidat screener yahoo 2026-08-21
EQ:NL:KONINKLIJKEBAMGR,,Koninklijke BAM Groep nv,XAMS,EUR,50,NL,BAMNB.AS,,candidat screener yahoo 2026-08-21
EQ:FR:AIRFRANCEKLM,,Air France-KLM SA,XPAR,EUR,50,FR,AF.PA,,candidat screener yahoo 2026-08-21
EQ:FR:TIKEHAUCAPITAL,,Tikehau Capital,XPAR,EUR,30,FR,TKO.PA,,candidat screener yahoo 2026-08-21
EQ:FR:TRIGANO,,Trigano S.A.,XPAR,EUR,40,FR,TRI.PA,,candidat screener yahoo 2026-08-21
EQ:FR:LISI,,Lisi S.A.,XPAR,EUR,50,FR,FII.PA,,candidat screener yahoo 2026-08-21
EQ:BE:AZELISGROUP,,Azelis Group NV,XBRU,EUR,55,BE,AZE.BR,,candidat screener yahoo 2026-08-21
EQ:DE:BILFINGER,,Bilfinger SE,XETR,EUR,50,DE,GBF.DE,,candidat screener yahoo 2026-08-21
EQ:DE:SILTRONIC,,SILTRONIC,XETR,EUR,10,DE,WAF.DE,,candidat screener yahoo 2026-08-21
EQ:FR:VICAT,,Vicat S.A.,XPAR,EUR,55,FR,VCT.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SALZGITTER,,Salzgitter AG,XETR,EUR,55,DE,SZG.DE,,candidat screener yahoo 2026-08-21
EQ:DE:FREENET,,freenet AG,XETR,EUR,15,DE,FNTN.DE,,candidat screener yahoo 2026-08-21
EQ:DE:CARLZEISSMEDITEC,,Carl Zeiss Meditec AG,XETR,EUR,20,DE,AFX.DE,,candidat screener yahoo 2026-08-21
EQ:CY:THEONINTERNATION,,THEON INTERNATIONAL PLC,XAMS,EUR,50,CY,THEON.AS,,candidat screener yahoo 2026-08-21
EQ:ES:EBROFOODS,,"Ebro Foods, S.A.",XMAD,EUR,45,ES,EBRO.MC,,candidat screener yahoo 2026-08-21
EQ:FR:VIRBAC,,Virbac SA,XPAR,EUR,20,FR,VIRP.PA,,candidat screener yahoo 2026-08-21
EQ:NL:VANLANSCHOTKEMPE,,Van Lanschot Kempen NV,XAMS,EUR,30,NL,VLK.AS,,candidat screener yahoo 2026-08-21
EQ:ES:ELECNOR,,"Elecnor, S.A.",XMAD,EUR,50,ES,ENO.MC,,candidat screener yahoo 2026-08-21
EQ:IT:ENAV,,ENAV S.p.A.,XMIL,EUR,50,IT,ENAV.MI,,candidat screener yahoo 2026-08-21
EQ:FR:SOCIETEBIC,,Société BIC SA,XPAR,EUR,45,FR,BB.PA,,candidat screener yahoo 2026-08-21
EQ:ES:CEMENTOSMOLINS,,"CEMENTOS MOLINS, S.A.",XMAD,EUR,55,ES,CMO.MC,,candidat screener yahoo 2026-08-21
EQ:ES:GRENERGYRENOVABL,,"Grenergy Renovables, S.A.",XMAD,EUR,50,ES,GRE.MC,,candidat screener yahoo 2026-08-21
EQ:BE:SOLVAY,,Solvay SA,XBRU,EUR,55,BE,SOLB.BR,,candidat screener yahoo 2026-08-21
EQ:FR:LAGARDERE,,Lagardere SA,XPAR,EUR,40,FR,MMB.PA,,candidat screener yahoo 2026-08-21
EQ:DE:HUGOBOSS,,Hugo Boss AG,XETR,EUR,40,DE,BOSS.DE,,candidat screener yahoo 2026-08-21
EQ:SI:PETROL,,Petrol d.d.,XWBO,EUR,50,SI,PETG.VI,,candidat screener yahoo 2026-08-21
EQ:IT:TECHNOGYM,,Technogym S.p.A.,XMIL,EUR,40,IT,TGYM.MI,,candidat screener yahoo 2026-08-21
EQ:ES:VISCOFAN,,"Viscofan, S.A.",XMAD,EUR,40,ES,VIS.MC,,candidat screener yahoo 2026-08-21
EQ:BE:MELEXIS,,Melexis NV,XBRU,EUR,10,BE,MELE.BR,,candidat screener yahoo 2026-08-21
EQ:IT:MFEMEDIAFOREUROP,,MFE-Mediaforeurope N.V.,XMIL,EUR,15,IT,MFEB.MI,,candidat screener yahoo 2026-08-21
EQ:FI:OUTOKUMPU,,Outokumpu Oyj,XHEL,EUR,55,FI,OUT1V.HE,,candidat screener yahoo 2026-08-21
EQ:FR:ALTEN,,Alten S.A.,XPAR,EUR,10,FR,ATE.PA,,candidat screener yahoo 2026-08-21
EQ:FI:KEMIRA,,Kemira Oyj,XHEL,EUR,55,FI,KEMIRA.HE,,candidat screener yahoo 2026-08-21
EQ:DE:SUDZUCKER,,Südzucker AG,XETR,EUR,45,DE,SZU.DE,,candidat screener yahoo 2026-08-21
EQ:DE:JUNGHEINRICH,,Jungheinrich Aktiengesellschaft,XETR,EUR,50,DE,JUN3.DE,,candidat screener yahoo 2026-08-21
EQ:FR:OVHGROUPE,,OVH Groupe S.A.,XPAR,EUR,10,FR,OVH.PA,,candidat screener yahoo 2026-08-21
EQ:PT:NOSSGPS,,"NOS, S.G.P.S., S.A.",XLIS,EUR,15,PT,NOS.LS,,candidat screener yahoo 2026-08-21
EQ:FI:KALMAR,,Kalmar Oyj,XHEL,EUR,50,FI,KALMAR.HE,,candidat screener yahoo 2026-08-21
EQ:DE:TAGIMMOBILIEN,,TAG Immobilien AG,XETR,EUR,35,DE,TEG.DE,,candidat screener yahoo 2026-08-21
EQ:FR:ALTAREASCA,,Altarea SCA,XPAR,EUR,35,FR,ALTA.PA,,candidat screener yahoo 2026-08-21
EQ:NL:KONINKLIJKEHEIJM,,Koninklijke Heijmans N.V.,XAMS,EUR,50,NL,HEIJM.AS,,candidat screener yahoo 2026-08-21
EQ:DE:KWSSAAT,,KWS SAAT SE & Co. KGaA,XETR,EUR,55,DE,KWS.DE,,candidat screener yahoo 2026-08-21
EQ:BE:VGP,,VGP NV,XBRU,EUR,35,BE,VGP.BR,,candidat screener yahoo 2026-08-21
EQ:LU:SHURGARDSELFSTOR,,Shurgard Self Storage Ltd,XBRU,EUR,35,LU,SHUR.BR,,candidat screener yahoo 2026-08-21
EQ:DE:ELMOSSEMICONDUCT,,Elmos Semiconductor SE,XETR,EUR,10,DE,ELG.DE,,candidat screener yahoo 2026-08-21
EQ:FR:COFACE,,COFACE SA,XPAR,EUR,30,FR,COFA.PA,,candidat screener yahoo 2026-08-21
EQ:ES:CIRSAENTERPRISES,,"Cirsa Enterprises, S.A.",XMAD,EUR,40,ES,CIRSA.MC,,candidat screener yahoo 2026-08-21
EQ:PT:RENREDESENERGETI,,"REN - Redes Energéticas Nacionais, SGPS, S.A.",XLIS,EUR,65,PT,RENE.LS,,candidat screener yahoo 2026-08-21
EQ:FR:VERALLIASOCIETE,,Verallia Société Anonyme,XPAR,EUR,40,FR,VRLA.PA,,candidat screener yahoo 2026-08-21
EQ:IT:ANIMAHOLDING,,Anima Holding SpA,XMIL,EUR,30,IT,ANIM.MI,,candidat screener yahoo 2026-08-21
EQ:ES:CONSTRUCCIONESAU,,"Construcciones y Auxiliar de Ferrocarriles, S.A.",XMAD,EUR,50,ES,CAF.MC,,candidat screener yahoo 2026-08-21
EQ:PT:THENAVIGATORCOMP,,"The Navigator Company, S.A.",XLIS,EUR,55,PT,NVG.LS,,candidat screener yahoo 2026-08-21
EQ:FR:INTERPARFUMS,,Interparfums SA,XPAR,EUR,45,FR,ITP.PA,,candidat screener yahoo 2026-08-21
EQ:ES:SOLARIAENERGIAME,,"Solaria Energía y Medio Ambiente, S.A.",XMAD,EUR,65,ES,SLR.MC,,candidat screener yahoo 2026-08-21
EQ:FR:CARMILA,,Carmila S.A.,XPAR,EUR,35,FR,CARM.PA,,candidat screener yahoo 2026-08-21
EQ:ES:ALMIRALL,,"Almirall, S.A.",XMAD,EUR,20,ES,ALM.MC,,candidat screener yahoo 2026-08-21
EQ:FR:EMEIS,,EMEIS,XPAR,EUR,20,FR,EMEIS.PA,,candidat screener yahoo 2026-08-21
EQ:ES:DISTRIBUIDORAINT,,"Distribuidora Internacional de Alimentación, S.A.",XMAD,EUR,45,ES,DIA.MC,,candidat screener yahoo 2026-08-21
EQ:FR:LOGISTICSGROUP,,ID Logistics Group SA,XPAR,EUR,50,FR,IDL.PA,,candidat screener yahoo 2026-08-21
EQ:FR:EUTELSATCOMMUNIC,,Eutelsat Communications S.A.,XPAR,EUR,15,FR,ETL.PA,,candidat screener yahoo 2026-08-21
EQ:DE:JENOPTIK,,JENOPTIK,XETR,EUR,10,DE,JEN.DE,,candidat screener yahoo 2026-08-21
EQ:AT:DOCO,,DO & CO Aktiengesellschaft,XWBO,EUR,50,AT,DOC.VI,,candidat screener yahoo 2026-08-21
EQ:FI:NOKIANRENKAAT,,Nokian Renkaat Oyj,XHEL,EUR,40,FI,TYRES.HE,,candidat screener yahoo 2026-08-21
EQ:ES:MELIAHOTELSINTER,,"Meliá Hotels International, S.A.",XMAD,EUR,40,ES,MEL.MC,,candidat screener yahoo 2026-08-21
EQ:NL:BASICFIT,,Basic-Fit N.V.,XAMS,EUR,40,NL,BFIT.AS,,candidat screener yahoo 2026-08-21
EQ:IT:WEBUILD,,Webuild S.p.A.,XMIL,EUR,50,IT,WBD.MI,,candidat screener yahoo 2026-08-21
EQ:FR:FINANCIEREMONCEY,,Financière Moncey Société anonyme,XPAR,EUR,30,FR,FMONC.PA,,candidat screener yahoo 2026-08-21
EQ:AT:IMMOBILIENANLAGE,,CA Immobilien Anlagen AG,XWBO,EUR,35,AT,CAI.VI,,candidat screener yahoo 2026-08-21
EQ:DE:STROER,,Ströer SE & Co. KGaA,XETR,EUR,15,DE,SAX.DE,,candidat screener yahoo 2026-08-21
EQ:FR:VUSION,,Vusion S.A.,XPAR,EUR,10,FR,VU.PA,,candidat screener yahoo 2026-08-21
EQ:IT:BANCODESIODELLA,,Banco di Desio e della Brianza S.p.A.,XMIL,EUR,30,IT,BDB.MI,,candidat screener yahoo 2026-08-21
EQ:ES:TECNICASREUNIDAS,,"Técnicas Reunidas, S.A.",XMAD,EUR,50,ES,TRE.MC,,candidat screener yahoo 2026-08-21
EQ:AT:WIENERBERGER,,Wienerberger AG,XWBO,EUR,55,AT,WIE.VI,,candidat screener yahoo 2026-08-21
EQ:FI:LUMOKODIT,,Lumo Kodit Oyj,XHEL,EUR,35,FI,LUMO.HE,,candidat screener yahoo 2026-08-21
EQ:AT:CPIEUROPE,,CPI Europe AG,XWBO,EUR,35,AT,CPI.VI,,candidat screener yahoo 2026-08-21
EQ:AT:OSTERREICHISCHEP,,Österreichische Post AG,XWBO,EUR,50,AT,POST.VI,,candidat screener yahoo 2026-08-21
EQ:LU:AROUNDTOWN,,Aroundtown SA,XWBO,EUR,35,LU,TOWN.VI,,candidat screener yahoo 2026-08-21
EQ:DE:VERBIO,,Verbio SE,XETR,EUR,55,DE,VBK.DE,,candidat screener yahoo 2026-08-21
EQ:FI:TIETO,,Tieto Oyj,XHEL,EUR,10,FI,TIETO.HE,,candidat screener yahoo 2026-08-21
EQ:FR:EXAILTECHNOLOGIE,,Exail Technologies,XPAR,EUR,50,FR,EXA.PA,,candidat screener yahoo 2026-08-21
EQ:FR:PLUXEE,,Pluxee N.V.,XPAR,EUR,50,FR,PLX.PA,,candidat screener yahoo 2026-08-21
