internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes,n_obs,first,last,years,last_close,reported_currency,reported_name,name_ratio,error,status,reasons
EQ:DE:ENBWENERGIEBADEN,,EnBW Energie Baden-Württemberg AG,XETR,EUR,65,DE,EBK.DE,,candidat screener yahoo 2026-08-21,1428,1999-04-12,2026-08-17,27.3,69.6,EUR,EnBW Energie Baden-Württemberg AG,1.0,,avertissement,isin_absent
EQ:AT:OMV,,OMV Aktiengesellschaft,XWBO,EUR,60,AT,OMV.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,68.8,EUR,OMV Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:IT:UNIPOLASSICURAZI,,Unipol Assicurazioni S.p.A.,XMIL,EUR,30,IT,UNI.MI,,candidat screener yahoo 2026-08-21,1859,1991-01-07,2026-08-17,35.6,27.81,EUR,Unipol Assicurazioni S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:TERNA,,Terna S.p.A.,XMIL,EUR,65,IT,TRN.MI,,candidat screener yahoo 2026-08-21,1157,2004-06-21,2026-08-17,22.2,9.858,EUR,Terna S.p.A.,1.0,,avertissement,isin_absent
EQ:NL:GROUP,,NN Group N.V.,XAMS,EUR,30,NL,NN.AS,,candidat screener yahoo 2026-08-21,634,2014-06-30,2026-08-17,12.1,75.78,EUR,NN Group N.V.,1.0,,avertissement,isin_absent|historique_12.1a
EQ:IT:SNAM,,Snam S.p.A.,XMIL,EUR,65,IT,SRG.MI,,candidat screener yahoo 2026-08-21,1290,2001-12-03,2026-08-17,24.7,5.812,EUR,Snam S.p.A.,1.0,,avertissement,isin_absent
EQ:DE:MTUAEROENGINES,,MTU AERO ENGINES,XETR,EUR,50,DE,MTX.DE,,candidat screener yahoo 2026-08-21,1107,2005-06-06,2026-08-17,21.2,355.0,EUR,MTU Aero Engines AG,1.0,,avertissement,isin_absent
EQ:DE:UNIPER,,Uniper SE,XETR,EUR,65,DE,UN0.DE,,candidat screener yahoo 2026-08-21,519,2016-09-12,2026-08-17,9.9,43.8,EUR,Uniper SE,1.0,,avertissement,isin_absent|historique_9.9a
EQ:PT:EDP,,"EDP, S.A.",XLIS,EUR,65,PT,EDP.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,4.654,EUR,"EDP, S.A.",1.0,,avertissement,isin_absent
EQ:FR:AMUNDI,,Amundi S.A.,XPAR,EUR,30,FR,AMUN.PA,,candidat screener yahoo 2026-08-21,563,2015-11-09,2026-08-17,10.8,93.95,EUR,Amundi S.A.,1.0,,avertissement,isin_absent|historique_10.8a
EQ:FR:SARTORIUSSTEDIMB,,Sartorius Stedim Biotech S.A.,XPAR,EUR,20,FR,DIM.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,192.6,EUR,Sartorius Stedim Biotech S.A.,1.0,,avertissement,isin_absent
EQ:CZ:CSG,,CSG N.V.,XWBO,EUR,50,CZ,CSG.VI,,candidat screener yahoo 2026-08-21,30,2026-01-26,2026-08-17,0.6,18.472,EUR,CSG N.V.,1.0,,rejete,historique_tronque_provider(30pts)|isin_absent
EQ:DE:TRATON,,Traton SE,XETR,EUR,50,DE,8TRA.DE,,candidat screener yahoo 2026-08-21,373,2019-07-01,2026-08-17,7.1,36.82,EUR,Traton SE,1.0,,avertissement,isin_absent|historique_7.1a
EQ:FI:WARTSILA,,Wartsila OYJ Abp,XHEL,EUR,50,FI,WRT1V.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,29.5,EUR,Wärtsilä Oyj Abp,1.0,,avertissement,isin_absent
EQ:FI:FORTUM,,Fortum Oyj,XHEL,EUR,65,FI,FORTUM.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,20.13,EUR,Fortum Oyj,1.0,,avertissement,isin_absent
EQ:FR:BOUYGUES,,Bouygues SA,XPAR,EUR,50,FR,EN.PA,,candidat screener yahoo 2026-08-21,1859,1991-01-07,2026-08-17,35.6,46.71,EUR,Bouygues SA,1.0,,avertissement,isin_absent
EQ:IE:BANKIRELANDGROUP,,Bank of Ireland Group plc,XDUB,EUR,30,IE,BIRG.IR,,candidat screener yahoo 2026-08-21,1311,2001-07-09,2026-08-17,25.1,19.07,EUR,Bank of Ireland Group plc,1.0,,avertissement,isin_absent
EQ:IT:TECHNOPROBE,,Technoprobe S.p.A.,XMIL,EUR,10,IT,TPRO.MI,,candidat screener yahoo 2026-08-21,236,2022-02-14,2026-08-17,4.5,27.98,EUR,Technoprobe S.p.A.,1.0,,avertissement,isin_absent|historique_4.5a
EQ:IT:BANCAMEDIOLANUM,,Banca Mediolanum S.p.A.,XMIL,EUR,30,IT,BMED.MI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,23.78,EUR,Banca Mediolanum S.p.A.,1.0,,avertissement,isin_absent
EQ:ES:CELLNEXTELECOM,,"Cellnex Telecom, S.A.",XMAD,EUR,35,ES,CLNX.MC,,candidat screener yahoo 2026-08-21,590,2015-05-04,2026-08-17,11.3,26.41,EUR,"Cellnex Telecom, S.A.",1.0,,avertissement,isin_absent|historique_11.3a
EQ:ES:BANCOSABADELL,,"Banco de Sabadell, S.A.",XMAD,EUR,30,ES,SAB.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,3.672,EUR,"Banco de Sabadell, S.A.",1.0,,avertissement,isin_absent
EQ:DE:SARTORIUS,,Sartorius Aktiengesellschaft,XETR,EUR,20,DE,SRT3.DE,,candidat screener yahoo 2026-08-21,1426,1999-04-26,2026-08-17,27.3,245.0,EUR,Sartorius Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:DE:BEIERSDORF,,Beiersdorf Aktiengesellschaft,XETR,EUR,45,DE,BEI.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,78.62,EUR,Beiersdorf Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:DE:VONOVIA,,Vonovia SE,XETR,EUR,35,DE,VNA.DE,,candidat screener yahoo 2026-08-21,685,2013-07-08,2026-08-17,13.1,19.965,EUR,Vonovia SE,1.0,,avertissement,isin_absent|historique_13.1a
EQ:PT:GALPENERGIASGPS,,"Galp Energia, SGPS, S.A.",XLIS,EUR,60,PT,GALP.LS,,candidat screener yahoo 2026-08-21,1035,2006-10-23,2026-08-17,19.8,21.83,EUR,"Galp Energia, SGPS, S.A.",1.0,,avertissement,isin_absent
EQ:NL:SEMICONDUCTORIND,,BE Semiconductor Industries N.V.,XAMS,EUR,10,NL,BESI.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,213.5,EUR,BE Semiconductor Industries N.V.,1.0,,avertissement,isin_absent
EQ:DE:KNORRBREMSE,,Knorr-Bremse AG,XETR,EUR,40,DE,KBX.DE,,candidat screener yahoo 2026-08-21,411,2018-10-08,2026-08-17,7.9,102.3,EUR,Knorr-Bremse AG,1.0,,avertissement,isin_absent|historique_7.9a
EQ:IT:TELECOMITALIA,,Telecom Italia S.p.A.,XMIL,EUR,15,IT,TIT.MI,,candidat screener yahoo 2026-08-21,2063,1987-02-09,2026-08-17,39.5,7.682,EUR,Telecom Italia S.p.A.,1.0,,avertissement,isin_absent
EQ:PT:BANCOCOMERCIALPO,,"Banco Comercial Português, S.A.",XLIS,EUR,30,PT,BCP.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,1.099,EUR,"Banco Comercial Português, S.A.",1.0,,avertissement,isin_absent
EQ:NL:KONINKLIJKEKPN,,Koninklijke KPN N.V.,XAMS,EUR,15,NL,KPN.AS,,candidat screener yahoo 2026-08-21,1639,1995-03-27,2026-08-17,31.4,4.058,EUR,Koninklijke KPN N.V.,1.0,,avertissement,isin_absent
EQ:ES:BANKINTER,,"Bankinter, S.A.",XMAD,EUR,30,ES,BKT.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,16.665,EUR,"Bankinter, S.A.",1.0,,avertissement,isin_absent
EQ:FR:UNIBAILRODAMCOWE,,Unibail-Rodamco-Westfield SE,XPAR,EUR,35,FR,URW.PA,,candidat screener yahoo 2026-08-21,176,2023-04-10,2026-08-17,3.4,103.15,EUR,Unibail-Rodamco-Westfield SE,1.0,,avertissement,isin_absent|historique_3.4a
EQ:DE:DWSGROUP,,DWS Group GmbH & Co. KGaA,XETR,EUR,30,DE,DWS.DE,,candidat screener yahoo 2026-08-21,439,2018-03-26,2026-08-17,8.4,73.75,EUR,DWS Group GmbH & Co. KGaA,1.0,,avertissement,isin_absent|historique_8.4a
EQ:IT:FINECOBANKBANCAF,,FinecoBank Banca Fineco S.p.A.,XMIL,EUR,30,IT,FBK.MI,,candidat screener yahoo 2026-08-21,634,2014-06-30,2026-08-17,12.1,23.51,EUR,FinecoBank Banca Fineco S.p.A.,1.0,,avertissement,isin_absent|historique_12.1a
EQ:FI:METSO,,Metso Oyj,XHEL,EUR,50,FI,METSO.HE,,candidat screener yahoo 2026-08-21,1037,2006-10-09,2026-08-17,19.9,17.29,EUR,Metso Oyj,1.0,,avertissement,isin_absent
EQ:NL:HALTRUST,,HAL Trust,XAMS,EUR,30,NL,HAL.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,158.4,EUR,HAL Trust,1.0,,avertissement,isin_absent
EQ:NL:ASRNEDERLAND,,ASR Nederland N.V.,XAMS,EUR,30,NL,ASRNL.AS,,candidat screener yahoo 2026-08-21,533,2016-06-06,2026-08-17,10.2,69.0,EUR,ASR Nederland N.V.,1.0,,avertissement,isin_absent|historique_10.2a
EQ:BE:ELIAGROUPSANV,,Elia Group SA/NV,XBRU,EUR,65,BE,ELI.BR,,candidat screener yahoo 2026-08-21,1105,2005-06-20,2026-08-17,21.2,128.0,EUR,Elia Group SA/NV,1.0,,avertissement,isin_absent
EQ:ES:MAPFRE,,"Mapfre, S.A.",XMAD,EUR,30,ES,MAP.MC,,candidat screener yahoo 2026-08-21,1301,2001-09-17,2026-08-17,24.9,4.352,EUR,"Mapfre, S.A.",1.0,,avertissement,isin_absent
EQ:AT:BAWAGGROUP,,BAWAG Group AG,XWBO,EUR,30,AT,BG.VI,,candidat screener yahoo 2026-08-21,461,2017-10-23,2026-08-17,8.8,174.5,EUR,BAWAG Group AG,1.0,,avertissement,isin_absent|historique_8.8a
EQ:SE:EVOLUTION,,Evolution AB,XMIL,EUR,40,SE,1EVO.MI,,candidat screener yahoo 2026-08-21,74,2025-03-24,2026-08-17,1.4,71.96,EUR,Evolution AB,1.0,,avertissement,isin_absent|historique_1.4a
EQ:IE:KERRYGROUP,,Kerry Group plc,XDUB,EUR,45,IE,KRZ.IR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,83.85,EUR,Kerry Group plc,1.0,,avertissement,isin_absent
EQ:FR:IPSEN,,Ipsen S.A.,XPAR,EUR,20,FR,IPN.PA,,candidat screener yahoo 2026-08-21,1081,2005-12-05,2026-08-17,20.7,161.4,EUR,Ipsen S.A.,1.0,,avertissement,isin_absent
EQ:FI:UPMKYMMENE,,UPM-Kymmene Oyj,XHEL,EUR,55,FI,UPM.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,23.69,EUR,UPM-Kymmene Oyj,1.0,,avertissement,isin_absent
EQ:IT:MONCLER,,Moncler S.p.A.,XMIL,EUR,40,IT,MONC.MI,,candidat screener yahoo 2026-08-21,662,2013-12-16,2026-08-17,12.7,47.1,EUR,Moncler S.p.A.,1.0,,avertissement,isin_absent|historique_12.7a
EQ:LU:EUROFINSSCIENTIF,,Eurofins Scientific SE,XWBO,EUR,20,LU,ESF.VI,,candidat screener yahoo 2026-08-21,309,2020-09-21,2026-08-17,5.9,72.32,EUR,Eurofins Scientific SE,1.0,,avertissement,isin_absent|historique_5.9a
EQ:DE:SYMRISE,,Symrise AG,XETR,EUR,55,DE,SY1.DE,,candidat screener yahoo 2026-08-21,1028,2006-12-11,2026-08-17,19.7,89.46,EUR,Symrise AG,1.0,,avertissement,isin_absent
EQ:FR:EIFFAGE,,Eiffage SA,XPAR,EUR,50,FR,FGR.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,118.6,EUR,Eiffage SA,1.0,,avertissement,isin_absent
EQ:ES:ACCIONA,,"Acciona, S.A.",XMAD,EUR,50,ES,ANA.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,213.2,EUR,"Acciona, S.A.",1.0,,avertissement,isin_absent
EQ:DE:DELIVERYHERO,,Delivery Hero SE,XETR,EUR,40,DE,DHER.DE,,candidat screener yahoo 2026-08-21,478,2017-06-26,2026-08-17,9.1,36.76,EUR,Delivery Hero SE,1.0,,avertissement,isin_absent|historique_9.1a
EQ:ES:INDRASISTEMAS,,"Indra Sistemas, S.A.",XMAD,EUR,10,ES,IDR.MC,,candidat screener yahoo 2026-08-21,1351,2000-10-02,2026-08-17,25.9,60.58,EUR,"Indra Sistemas, S.A.",1.0,,avertissement,isin_absent
EQ:FR:KLEPIERRE,,Klépierre SA,XPAR,EUR,35,FR,LI.PA,,candidat screener yahoo 2026-08-21,1781,1992-07-06,2026-08-17,34.1,38.94,EUR,Klépierre SA,1.0,,avertissement,isin_absent
EQ:FI:ORION,,Orion Oyj,XHEL,EUR,20,FI,ORNBV.HE,,candidat screener yahoo 2026-08-21,1142,2004-10-04,2026-08-17,21.9,78.65,EUR,Orion Oyj,1.0,,avertissement,isin_absent
EQ:FR:AEROPORTSPARIS,,Aeroports de Paris SA,XPAR,EUR,50,FR,ADP.PA,,candidat screener yahoo 2026-08-21,1053,2006-06-19,2026-08-17,20.2,111.0,EUR,Aeroports de Paris SA,1.0,,avertissement,isin_absent
EQ:PT:JERONIMOMARTINSS,,"Jerónimo Martins, SGPS, S.A.",XLIS,EUR,45,PT,JMT.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,17.29,EUR,"Jerónimo Martins, SGPS, S.A.",1.0,,avertissement,isin_absent
EQ:DE:FRESENIUSMEDICAL,,Fresenius Medical Care AG,XETR,EUR,20,DE,FME.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,40.3,EUR,Fresenius Medical Care AG,1.0,,avertissement,isin_absent
EQ:IT:RECORDATIINDUSTR,,Recordati Industria Chimica e Farmaceutica S.p.A.,XMIL,EUR,20,IT,REC.MI,,candidat screener yahoo 2026-08-21,1640,1995-03-20,2026-08-17,31.4,52.75,EUR,Recordati Industria Chimica e Farmaceutica S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:BOLLORE,,Bolloré SE,XPAR,EUR,15,FR,BOL.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,3.806,EUR,Bolloré SE,1.0,,avertissement,isin_absent
EQ:FR:REXEL,,Rexel S.A.,XPAR,EUR,10,FR,RXL.PA,,candidat screener yahoo 2026-08-21,1012,2007-04-02,2026-08-17,19.4,35.96,EUR,Rexel S.A.,1.0,,avertissement,isin_absent
EQ:FR:ACCOR,,Accor SA,XPAR,EUR,40,FR,AC.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,45.83,EUR,Accor SA,1.0,,avertissement,isin_absent
EQ:NL:THEMAGNUMICE,,THE MAGNUM ICE CREAM COMPANY N.,XAMS,EUR,45,NL,MICC.AS,,candidat screener yahoo 2026-08-21,37,2025-12-08,2026-08-17,0.7,16.874,EUR,THE MAGNUM ICE CREAM COMPANY N.,1.0,,rejete,historique_tronque_provider(37pts)|isin_absent
EQ:BE:LOTUSBAKERIES,,Lotus Bakeries NV,XBRU,EUR,45,BE,LOTB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,12740.0,EUR,Lotus Bakeries NV,1.0,,avertissement,isin_absent
EQ:NL:AKZONOBEL,,Akzo Nobel N.V.,XAMS,EUR,55,NL,AKZA.AS,,candidat screener yahoo 2026-08-21,1639,1995-03-27,2026-08-17,31.4,60.2,EUR,Akzo Nobel N.V.,1.0,,avertissement,isin_absent
EQ:DE:HENSOLDT,,Hensoldt AG,XETR,EUR,50,DE,HAG.DE,,candidat screener yahoo 2026-08-21,309,2020-09-21,2026-08-17,5.9,88.34,EUR,Hensoldt AG,1.0,,avertissement,isin_absent|historique_5.9a
EQ:AT:STRABAG,,Strabag SE,XWBO,EUR,50,AT,STR.VI,,candidat screener yahoo 2026-08-21,984,2007-10-15,2026-08-17,18.8,85.5,EUR,Strabag SE,1.0,,avertissement,isin_absent
EQ:ES:PUIGBRANDS,,Puig Brands SA,XMAD,EUR,45,ES,PUIG.MC,,candidat screener yahoo 2026-08-21,121,2024-04-29,2026-08-17,2.3,17.12,EUR,Puig Brands SA,1.0,,avertissement,isin_absent|historique_2.3a
EQ:DE:NORDEX,,Nordex SE,XETR,EUR,50,DE,NDX1.DE,,candidat screener yahoo 2026-08-21,1325,2001-04-02,2026-08-17,25.4,39.5,EUR,Nordex SE,1.0,,avertissement,isin_absent
EQ:BE:DIETERENGROUP,,D'Ieteren Group SA,XBRU,EUR,40,BE,DIE.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,177.0,EUR,D'Ieteren Group SA,1.0,,avertissement,isin_absent
EQ:DE:ECKERTZIEGLER,,Eckert & Ziegler SE,XETR,EUR,20,DE,EUZ.DE,,candidat screener yahoo 2026-08-21,1422,1999-05-24,2026-08-17,27.2,13.57,EUR,Eckert & Ziegler SE,1.0,,avertissement,isin_absent
EQ:DE:DEUTSCHELUFTHANS,,Deutsche Lufthansa AG,XETR,EUR,50,DE,LHA.DE,,candidat screener yahoo 2026-08-21,1549,1996-12-16,2026-08-17,29.7,7.61,EUR,Deutsche Lufthansa AG,1.0,,avertissement,isin_absent
EQ:ES:MERLINPROPERTIES,,"MERLIN Properties SOCIMI, S.A.",XMAD,EUR,35,ES,MRL.MC,,candidat screener yahoo 2026-08-21,634,2014-06-30,2026-08-17,12.1,14.14,EUR,"MERLIN Properties SOCIMI, S.A.",1.0,,avertissement,isin_absent|historique_12.1a
EQ:ES:UNICAJABANCO,,"Unicaja Banco, S.A.",XMAD,EUR,30,ES,UNI.MC,,candidat screener yahoo 2026-08-21,478,2017-06-26,2026-08-17,9.1,3.554,EUR,"Unicaja Banco, S.A.",1.0,,avertissement,isin_absent|historique_9.1a
EQ:IT:EDISON,,Edison S.p.A.,XMIL,EUR,60,IT,EDNR.MI,,candidat screener yahoo 2026-08-21,1238,2002-12-02,2026-08-17,23.7,1.912,EUR,Edison S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:ITALGAS,,Italgas S.p.A.,XMIL,EUR,65,IT,IG.MI,,candidat screener yahoo 2026-08-21,511,2016-11-07,2026-08-17,9.8,8.842,EUR,Italgas S.p.A.,1.0,,avertissement,isin_absent|historique_9.8a
EQ:BE:SOFINASOCIETE,,Sofina Société Anonyme,XBRU,EUR,30,BE,SOF.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,242.6,EUR,Sofina Société Anonyme,1.0,,avertissement,isin_absent
EQ:FR:AYVENS,,AYVENS,XPAR,EUR,50,FR,AYV.PA,,candidat screener yahoo 2026-08-21,480,2017-06-12,2026-08-17,9.2,11.37,EUR,AYVENS,1.0,,avertissement,isin_absent|historique_9.2a
EQ:DE:BRENNTAG,,Brenntag SE,XETR,EUR,55,DE,BNR.DE,,candidat screener yahoo 2026-08-21,856,2010-03-29,2026-08-17,16.4,60.92,EUR,Brenntag SE,1.0,,avertissement,isin_absent
EQ:FR:ABIVAXSOCIETE,,ABIVAX Société Anonyme,XPAR,EUR,20,FR,ABVX.PA,,candidat screener yahoo 2026-08-21,583,2015-06-22,2026-08-17,11.2,101.2,EUR,ABIVAX Société Anonyme,1.0,,avertissement,isin_absent|historique_11.2a
EQ:FI:KESKO,,Kesko Oyj,XHEL,EUR,45,FI,KESKOB.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,21.86,EUR,Kesko Oyj,1.0,,avertissement,isin_absent
EQ:FR:BIOMERIEUX,,bioMérieux S.A.,XPAR,EUR,20,FR,BIM.PA,,candidat screener yahoo 2026-08-21,1155,2004-07-05,2026-08-17,22.1,73.75,EUR,bioMérieux S.A.,1.0,,avertissement,isin_absent
EQ:BE:GROUPEBRUXELLESL,,Groupe Bruxelles Lambert SA,XBRU,EUR,30,BE,GBLB.BR,,candidat screener yahoo 2026-08-21,1322,2001-04-23,2026-08-17,25.3,72.55,EUR,Groupe Bruxelles Lambert SA,1.0,,avertissement,isin_absent
EQ:DE:EVONIKINDUSTRIES,,Evonik Industries AG,XETR,EUR,55,DE,EVK.DE,,candidat screener yahoo 2026-08-21,685,2013-07-08,2026-08-17,13.1,18.41,EUR,Evonik Industries AG,1.0,,avertissement,isin_absent|historique_13.1a
EQ:DE:PORSCHEAUTOMOBIL,,Porsche Automobil Holding SE,XETR,EUR,40,DE,PAH3.DE,,candidat screener yahoo 2026-08-21,917,2009-01-26,2026-08-17,17.6,27.95,EUR,Porsche Automobil Holding SE,1.0,,avertissement,isin_absent
EQ:BE:ACKERMANSVANHAAR,,Ackermans & Van Haaren NV,XBRU,EUR,50,BE,ACKB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,259.0,EUR,Ackermans & Van Haaren NV,1.0,,avertissement,isin_absent
EQ:DE:THYSSENKRUPP,,thyssenkrupp AG,XETR,EUR,50,DE,TKA.DE,,candidat screener yahoo 2026-08-21,1431,1999-03-22,2026-08-17,27.4,13.225,EUR,thyssenkrupp AG,1.0,,avertissement,isin_absent
EQ:FR:RENAULT,,Renault SA,XPAR,EUR,40,FR,RNO.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,28.49,EUR,Renault SA,1.0,,avertissement,isin_absent
EQ:FR:SODEXO,,Sodexo S.A.,XPAR,EUR,50,FR,SW.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,56.3,EUR,Sodexo S.A.,1.0,,avertissement,isin_absent
EQ:ES:REDEIACORPORACIO,,"Redeia Corporación, S.A.",XMAD,EUR,65,ES,RED.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,15.21,EUR,"Redeia Corporación, S.A.",1.0,,avertissement,isin_absent
EQ:BE:FINANCIERETUBIZE,,Financière de Tubize SA,XBRU,EUR,20,BE,TUB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,184.3,EUR,Financière de Tubize SA,1.0,,avertissement,isin_absent
EQ:BE:SYENSQOSANV,,Syensqo SA/NV,XBRU,EUR,55,BE,SYENS.BR,,candidat screener yahoo 2026-08-21,141,2023-12-11,2026-08-17,2.7,79.65,EUR,Syensqo SA/NV,1.0,,avertissement,isin_absent|historique_2.7a
EQ:AT:ANDRITZ,,Andritz AG,XWBO,EUR,50,AT,ANDR.VI,,candidat screener yahoo 2026-08-21,1313,2001-06-25,2026-08-17,25.1,81.1,EUR,Andritz AG,1.0,,avertissement,isin_absent
EQ:DE:AURUBIS,,Aurubis AG,XETR,EUR,50,DE,NDA.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,181.7,EUR,Aurubis AG,1.0,,avertissement,isin_absent
EQ:SI:KRKA,,"Krka, d. d.",XWBO,EUR,20,SI,KRKG.VI,,candidat screener yahoo 2026-08-21,25,2026-03-02,2026-08-17,0.5,261.0,EUR,"Krka, d. d.",1.0,,rejete,historique_tronque_provider(25pts)|isin_absent
EQ:FR:SPIE,,SPIE SA,XPAR,EUR,50,FR,SPIE.PA,,candidat screener yahoo 2026-08-21,585,2015-06-08,2026-08-17,11.2,45.88,EUR,SPIE SA,1.0,,avertissement,isin_absent|historique_11.2a
EQ:FI:STORAENSO,,Stora Enso Oyj,XHEL,EUR,40,FI,STEAV.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,9.76,EUR,Stora Enso Oyj,1.0,,avertissement,isin_absent
EQ:FR:GAZTRANSPORTTECH,,Gaztransport & Technigaz SA,XPAR,EUR,60,FR,GTT.PA,,candidat screener yahoo 2026-08-21,652,2014-02-24,2026-08-17,12.5,206.2,EUR,Gaztransport & Technigaz SA,1.0,,avertissement,isin_absent|historique_12.5a
EQ:IT:BANCAGENERALI,,Banca Generali S.p.A.,XMIL,EUR,30,IT,BGN.MI,,candidat screener yahoo 2026-08-21,1032,2006-11-13,2026-08-17,19.8,66.7,EUR,Banca Generali S.p.A.,1.0,,avertissement,isin_absent
EQ:AT:VOESTALPINE,,Voestalpine AG,XWBO,EUR,55,AT,VOE.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,44.22,EUR,Voestalpine AG,1.0,,avertissement,isin_absent
EQ:DE:NEMETSCHEK,,Nemetschek SE,XETR,EUR,10,DE,NEM.DE,,candidat screener yahoo 2026-08-21,1433,1999-03-08,2026-08-17,27.4,65.35,EUR,Nemetschek SE,1.0,,avertissement,isin_absent
EQ:IT:A2A,,A2A S.p.A.,XMIL,EUR,65,IT,A2A.MI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.3005,EUR,A2A S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:PIRELLI,,Pirelli & C. S.p.A.,XMIL,EUR,40,IT,PIRC.MI,,candidat screener yahoo 2026-08-21,464,2017-10-02,2026-08-17,8.9,6.63,EUR,Pirelli & C. S.p.A.,1.0,,avertissement,isin_absent|historique_8.9a
EQ:DE:SCHAEFFLER,,Schaeffler AG,XETR,EUR,40,DE,SHA0.DE,,candidat screener yahoo 2026-08-21,568,2015-10-05,2026-08-17,10.9,7.64,EUR,Schaeffler AG,1.0,,avertissement,isin_absent|historique_10.9a
EQ:DE:DEUTSCHEWOHNEN,,Deutsche Wohnen SE,XETR,EUR,35,DE,DWNI.DE,,candidat screener yahoo 2026-08-21,1051,2006-07-03,2026-08-17,20.1,18.0,EUR,Deutsche Wohnen SE,1.0,,avertissement,isin_absent
EQ:BE:KBCANCORA,,KBC Ancora SA,XBRU,EUR,30,BE,KBCA.BR,,candidat screener yahoo 2026-08-21,1325,2001-04-02,2026-08-17,25.4,92.8,EUR,KBC Ancora SA,1.0,,avertissement,isin_absent
EQ:DE:RATIONAL,,RATIONAL Aktiengesellschaft,XETR,EUR,50,DE,RAA.DE,,candidat screener yahoo 2026-08-21,1381,2000-03-06,2026-08-17,26.4,626.5,EUR,RATIONAL Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:IT:BUZZI,,Buzzi S.p.A.,XMIL,EUR,55,IT,BZU.MI,,candidat screener yahoo 2026-08-21,2043,1987-06-29,2026-08-17,39.1,39.99,EUR,Buzzi S.p.A.,1.0,,avertissement,isin_absent
EQ:NL:CTP,,CTP N.V.,XAMS,EUR,35,NL,CTPNV.AS,,candidat screener yahoo 2026-08-21,283,2021-03-22,2026-08-17,5.4,14.38,EUR,CTP N.V.,1.0,,avertissement,isin_absent|historique_5.4a
EQ:IT:DAVIDECAMPARIMIL,,Davide Campari-Milano N.V.,XMIL,EUR,45,IT,CPR.MI,,candidat screener yahoo 2026-08-21,1312,2001-07-02,2026-08-17,25.1,5.85,EUR,Davide Campari-Milano N.V.,1.0,,avertissement,isin_absent
EQ:FI:KONECRANES,,Konecranes Oyj,XHEL,EUR,50,FI,KCR.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,28.3,EUR,Konecranes Plc,1.0,,avertissement,isin_absent
